Popularity,Unique_ID,Name,Genre,Country,Song_Name,Timestamp,Views,Comments,Likes,Followers
577.0,18,18,18,18,18,18,18,18,18,18
578.0,19,19,19,19,19,19,19,19,19,19
579.0,21,21,21,21,21,21,21,21,21,21
580.0,14,14,14,14,14,14,14,14,14,14
581.0,20,20,20,20,20,20,20,20,20,20
582.0,13,13,13,13,13,13,13,13,13,13
583.0,17,17,17,17,17,17,17,17,17,17
584.0,26,26,26,26,26,26,26,26,26,26
585.0,19,19,19,19,19,19,19,19,19,19
586.0,22,22,22,22,22,22,22,22,22,22
587.0,13,13,13,13,13,13,13,13,13,13
588.0,17,17,17,17,17,17,17,17,17,17
589.0,20,20,20,20,20,20,20,20,20,20
590.0,17,17,17,17,17,17,17,17,17,17
591.0,23,23,23,23,23,23,23,23,23,23
592.0,15,15,15,15,15,15,15,15,15,15
593.0,24,24,24,24,24,24,24,24,24,24
594.0,12,12,12,12,12,12,12,12,12,12
595.0,16,16,16,16,16,16,16,16,16,16
596.0,22,22,22,22,22,22,22,22,22,22
597.0,19,19,19,19,19,19,19,19,19,19
598.0,11,11,11,11,11,11,11,11,11,11
599.0,11,11,11,11,11,11,11,11,11,11
600.0,18,18,18,18,18,18,18,18,18,18
601.0,17,17,17,17,17,17,17,17,17,17
602.0,9,9,9,9,9,9,9,9,9,9
603.0,20,20,20,20,20,20,20,20,20,20
604.0,19,19,19,19,19,19,19,19,19,19
605.0,17,17,17,17,17,17,17,17,17,17
606.0,23,23,23,23,23,23,23,23,23,23
607.0,14,14,14,14,14,14,14,14,14,14
608.0,14,14,14,14,14,14,14,14,14,14
609.0,11,11,11,11,11,11,11,11,11,11
610.0,14,14,14,14,14,14,14,14,14,14
611.0,21,21,21,21,21,21,21,21,21,21
612.0,16,16,16,16,16,16,16,16,16,16
613.0,9,9,9,9,9,9,9,9,9,9
614.0,14,14,14,14,14,14,14,14,14,14
615.0,10,10,10,10,10,10,10,10,10,10
616.0,12,12,12,12,12,12,12,12,12,12
617.0,12,12,12,12,12,12,12,12,12,12
618.0,20,20,20,20,20,20,20,20,20,20
619.0,17,17,17,17,17,17,17,17,17,17
620.0,16,16,16,16,16,16,16,16,16,16
621.0,21,21,21,21,21,21,21,21,21,21
622.0,11,11,11,11,11,11,11,11,11,11
623.0,17,17,17,17,17,17,17,17,17,17
624.0,11,11,11,11,11,11,11,11,11,11
625.0,18,18,18,18,18,18,18,18,18,18
626.0,11,11,11,11,11,11,11,11,11,11
627.0,18,18,18,18,18,18,18,18,18,18
628.0,14,14,14,14,14,14,14,14,14,14
629.0,12,12,12,12,12,12,12,12,12,12
630.0,13,13,13,13,13,13,13,13,13,13
631.0,16,16,16,16,16,16,16,16,16,16
632.0,16,16,16,16,16,16,16,16,16,16
633.0,13,13,13,13,13,13,13,13,13,13
634.0,15,15,15,15,15,15,15,15,15,15
635.0,13,13,13,13,13,13,13,13,13,13
636.0,16,16,16,16,16,16,16,16,16,16
637.0,17,17,17,17,17,17,17,17,17,17
638.0,17,17,17,17,17,17,17,17,17,17
639.0,13,13,13,13,13,13,13,13,13,13
640.0,19,19,19,19,19,19,19,19,19,19
641.0,14,14,14,14,14,14,14,14,14,14
642.0,17,17,17,17,17,17,17,17,17,17
643.0,14,14,14,14,14,14,14,14,14,14
644.0,14,14,14,14,14,14,14,14,14,14
645.0,14,14,14,14,14,14,14,14,14,14
646.0,29,29,29,29,29,29,29,29,29,29
647.0,12,12,12,12,12,12,12,12,12,12
648.0,9,9,9,9,9,9,9,9,9,9
649.0,20,20,20,20,20,20,20,20,20,20
650.0,7,7,7,7,7,7,7,7,7,7
651.0,11,11,11,11,11,11,11,11,11,11
652.0,15,15,15,15,15,15,15,15,15,15
653.0,17,17,17,17,17,17,17,17,17,17
654.0,13,13,13,13,13,13,13,13,13,13
655.0,14,14,14,14,14,14,14,14,14,14
656.0,10,10,10,10,10,10,10,10,10,10
657.0,12,12,12,12,12,12,12,12,12,12
658.0,12,12,12,12,12,12,12,12,12,12
659.0,8,8,8,8,8,8,8,8,8,8
660.0,10,10,10,10,10,10,10,10,10,10
661.0,22,22,22,22,22,22,22,22,22,22
662.0,20,20,20,20,20,20,20,20,20,20
663.0,18,18,18,18,18,18,18,18,18,18
664.0,12,12,12,12,12,12,12,12,12,12
665.0,9,9,9,9,9,9,9,9,9,9
666.0,15,15,15,15,15,15,15,15,15,15
667.0,16,16,16,16,16,16,16,16,16,16
668.0,17,17,17,17,17,17,17,17,17,17
669.0,16,16,16,16,16,16,16,16,16,16
670.0,11,11,11,11,11,11,11,11,11,11
671.0,12,12,12,12,12,12,12,12,12,12
672.0,15,15,15,15,15,15,15,15,15,15
673.0,18,18,18,18,18,18,18,18,18,18
674.0,16,16,16,16,16,16,16,16,16,16
675.0,13,13,13,13,13,13,13,13,13,13
676.0,13,13,13,13,13,13,13,13,13,13
677.0,17,17,17,17,17,17,17,17,17,17
678.0,10,10,10,10,10,10,10,10,10,10
679.0,8,8,8,8,8,8,8,8,8,8
680.0,12,12,12,12,12,12,12,12,12,12
681.0,17,17,17,17,17,17,17,17,17,17
682.0,12,12,12,12,12,12,12,12,12,12
683.0,15,15,15,15,15,15,15,15,15,15
684.0,16,16,16,16,16,16,16,16,16,16
685.0,11,11,11,11,11,11,11,11,11,11
686.0,15,15,15,15,15,15,15,15,15,15
687.0,12,12,12,12,12,12,12,12,12,12
688.0,14,14,14,14,14,14,14,14,14,14
689.0,17,17,17,17,17,17,17,17,17,17
690.0,9,9,9,9,9,9,9,9,9,9
691.0,9,9,9,9,9,9,9,9,9,9
692.0,11,11,11,11,11,11,11,11,11,11
693.0,9,9,9,9,9,9,9,9,9,9
694.0,12,12,12,12,12,12,12,12,12,12
695.0,24,24,24,24,24,24,24,24,24,24
696.0,14,14,14,14,14,14,14,14,14,14
697.0,18,18,18,18,18,18,18,18,18,18
698.0,14,14,14,14,14,14,14,14,14,14
699.0,19,19,19,19,19,19,19,19,19,19
700.0,12,12,12,12,12,12,12,12,12,12
701.0,8,8,8,8,8,8,8,8,8,8
702.0,12,12,12,12,12,12,12,12,12,12
703.0,17,17,17,17,17,17,17,17,17,17
704.0,12,12,12,12,12,12,12,12,12,12
705.0,12,12,12,12,12,12,12,12,12,12
706.0,9,9,9,9,9,9,9,9,9,9
707.0,17,17,17,17,17,17,17,17,17,17
708.0,15,15,15,15,15,15,15,15,15,15
709.0,10,10,10,10,10,10,10,10,10,10
710.0,13,13,13,13,13,13,13,13,13,13
711.0,10,10,10,10,10,10,10,10,10,10
712.0,5,5,5,5,5,5,5,5,5,5
713.0,8,8,8,8,8,8,8,8,8,8
714.0,14,14,14,14,14,14,14,14,14,14
715.0,15,15,15,15,15,15,15,15,15,15
716.0,12,12,12,12,12,12,12,12,12,12
717.0,11,11,11,11,11,11,11,11,11,11
718.0,12,12,12,12,12,12,12,12,12,12
719.0,3,3,3,3,3,3,3,3,3,3
720.0,15,15,15,15,15,15,15,15,15,15
721.0,14,14,14,14,14,14,14,14,14,14
722.0,12,12,12,12,12,12,12,12,12,12
723.0,10,10,10,10,10,10,10,10,10,10
724.0,15,15,15,15,15,15,15,15,15,15
725.0,10,10,10,10,10,10,10,10,10,10
726.0,12,12,12,12,12,12,12,12,12,12
727.0,8,8,8,8,8,8,8,8,8,8
728.0,15,15,15,15,15,15,15,15,15,15
729.0,10,10,10,10,10,10,10,10,10,10
730.0,13,13,13,13,13,13,13,13,13,13
731.0,14,14,14,14,14,14,14,14,14,14
732.0,14,14,14,14,14,14,14,14,14,14
733.0,12,12,12,12,12,12,12,12,12,12
734.0,17,17,17,17,17,17,17,17,17,17
735.0,9,9,9,9,9,9,9,9,9,9
736.0,16,16,16,16,16,16,16,16,16,16
737.0,12,12,12,12,12,12,12,12,12,12
738.0,4,4,4,4,4,4,4,4,4,4
739.0,16,16,16,16,16,16,16,16,16,16
740.0,9,9,9,9,9,9,9,9,9,9
741.0,4,4,4,4,4,4,4,4,4,4
742.0,7,7,7,7,7,7,7,7,7,7
743.0,13,13,13,13,13,13,13,13,13,13
744.0,13,13,13,13,13,13,13,13,13,13
745.0,6,6,6,6,6,6,6,6,6,6
746.0,13,13,13,13,13,13,13,13,13,13
747.0,10,10,10,10,10,10,10,10,10,10
748.0,10,10,10,10,10,10,10,10,10,10
749.0,8,8,8,8,8,8,8,8,8,8
750.0,16,16,16,16,16,16,16,16,16,16
751.0,10,10,10,10,10,10,10,10,10,10
752.0,9,9,9,9,9,9,9,9,9,9
753.0,15,15,15,15,15,15,15,15,15,15
754.0,14,14,14,14,14,14,14,14,14,14
755.0,18,18,18,18,18,18,18,18,18,18
756.0,8,8,8,8,8,8,8,8,8,8
757.0,17,17,17,17,17,17,17,17,17,17
758.0,15,15,15,15,15,15,15,15,15,15
759.0,9,9,9,9,9,9,9,9,9,9
760.0,11,11,11,11,11,11,11,11,11,11
761.0,21,21,21,21,21,21,21,21,21,21
762.0,7,7,7,7,7,7,7,7,7,7
763.0,9,9,9,9,9,9,9,9,9,9
764.0,11,11,11,11,11,11,11,11,11,11
765.0,10,10,10,10,10,10,10,10,10,10
766.0,14,14,14,14,14,14,14,14,14,14
767.0,8,8,8,8,8,8,8,8,8,8
768.0,10,10,10,10,10,10,10,10,10,10
769.0,23,23,23,23,23,23,23,23,23,23
770.0,9,9,9,9,9,9,9,9,9,9
771.0,10,10,10,10,10,10,10,10,10,10
772.0,10,10,10,10,10,10,10,10,10,10
773.0,8,8,8,8,8,8,8,8,8,8
774.0,18,18,18,18,18,18,18,18,18,18
775.0,10,10,10,10,10,10,10,10,10,10
776.0,10,10,10,10,10,10,10,10,10,10
777.0,12,12,12,12,12,12,12,12,12,12
778.0,10,10,10,10,10,10,10,10,10,10
779.0,11,11,11,11,11,11,11,11,11,11
780.0,14,14,14,14,14,14,14,14,14,14
781.0,6,6,6,6,6,6,6,6,6,6
782.0,11,11,11,11,11,11,11,11,11,11
783.0,9,9,9,9,9,9,9,9,9,9
784.0,16,16,16,16,16,16,16,16,16,16
785.0,19,19,19,19,19,19,19,19,19,19
786.0,7,7,7,7,7,7,7,7,7,7
787.0,7,7,7,7,7,7,7,7,7,7
788.0,7,7,7,7,7,7,7,7,7,7
789.0,16,16,16,16,16,16,16,16,16,16
790.0,16,16,16,16,16,16,16,16,16,16
791.0,8,8,8,8,8,8,8,8,8,8
792.0,7,7,7,7,7,7,7,7,7,7
793.0,8,8,8,8,8,8,8,8,8,8
794.0,6,6,6,6,6,6,6,6,6,6
795.0,8,8,8,8,8,8,8,8,8,8
796.0,14,14,14,14,14,14,14,14,14,14
797.0,8,8,8,8,8,8,8,8,8,8
798.0,11,11,11,11,11,11,11,11,11,11
799.0,3,3,3,3,3,3,3,3,3,3
800.0,20,20,20,20,20,20,20,20,20,20
801.0,13,13,13,13,13,13,13,13,13,13
802.0,13,13,13,13,13,13,13,13,13,13
803.0,13,13,13,13,13,13,13,13,13,13
804.0,18,18,18,18,18,18,18,18,18,18
805.0,11,11,11,11,11,11,11,11,11,11
806.0,13,13,13,13,13,13,13,13,13,13
807.0,15,15,15,15,15,15,15,15,15,15
808.0,8,8,8,8,8,8,8,8,8,8
809.0,13,13,13,13,13,13,13,13,13,13
810.0,8,8,8,8,8,8,8,8,8,8
811.0,12,12,12,12,12,12,12,12,12,12
812.0,13,13,13,13,13,13,13,13,13,13
813.0,8,8,8,8,8,8,8,8,8,8
814.0,11,11,11,11,11,11,11,11,11,11
815.0,8,8,8,8,8,8,8,8,8,8
816.0,8,8,8,8,8,8,8,8,8,8
817.0,8,8,8,8,8,8,8,8,8,8
818.0,15,15,15,15,15,15,15,15,15,15
819.0,13,13,13,13,13,13,13,13,13,13
820.0,14,14,14,14,14,14,14,14,14,14
821.0,18,18,18,18,18,18,18,18,18,18
822.0,12,12,12,12,12,12,12,12,12,12
823.0,11,11,11,11,11,11,11,11,11,11
824.0,11,11,11,11,11,11,11,11,11,11
825.0,12,12,12,12,12,12,12,12,12,12
826.0,13,13,13,13,13,13,13,13,13,13
827.0,4,4,4,4,4,4,4,4,4,4
828.0,12,12,12,12,12,12,12,12,12,12
829.0,9,9,9,9,9,9,9,9,9,9
830.0,16,16,16,16,16,16,16,16,16,16
831.0,11,11,11,11,11,11,11,11,11,11
832.0,18,18,18,18,18,18,18,18,18,18
833.0,20,20,20,20,20,20,20,20,20,20
834.0,11,11,11,11,11,11,11,11,11,11
835.0,9,9,9,9,9,9,9,9,9,9
836.0,9,9,9,9,9,9,9,9,9,9
837.0,14,14,14,14,14,14,14,14,14,14
838.0,5,5,5,5,5,5,5,5,5,5
839.0,8,8,8,8,8,8,8,8,8,8
840.0,16,16,16,16,16,16,16,16,16,16
841.0,9,9,9,9,9,9,9,9,9,9
842.0,8,8,8,8,8,8,8,8,8,8
843.0,11,11,11,11,11,11,11,11,11,11
844.0,6,6,6,6,6,6,6,6,6,6
845.0,12,12,12,12,12,12,12,12,12,12
846.0,13,13,13,13,13,13,13,13,13,13
847.0,13,13,13,13,13,13,13,13,13,13
848.0,6,6,6,6,6,6,6,6,6,6
849.0,9,9,9,9,9,9,9,9,9,9
850.0,7,7,7,7,7,7,7,7,7,7
851.0,6,6,6,6,6,6,6,6,6,6
852.0,11,11,11,11,11,11,11,11,11,11
853.0,11,11,11,11,11,11,11,11,11,11
854.0,5,5,5,5,5,5,5,5,5,5
855.0,8,8,8,8,8,8,8,8,8,8
856.0,6,6,6,6,6,6,6,6,6,6
857.0,10,10,10,10,10,10,10,10,10,10
858.0,5,5,5,5,5,5,5,5,5,5
859.0,21,21,21,21,21,21,21,21,21,21
860.0,9,9,9,9,9,9,9,9,9,9
861.0,10,10,10,10,10,10,10,10,10,10
862.0,9,9,9,9,9,9,9,9,9,9
863.0,6,6,6,6,6,6,6,6,6,6
864.0,11,11,11,11,11,11,11,11,11,11
865.0,9,9,9,9,9,9,9,9,9,9
866.0,8,8,8,8,8,8,8,8,8,8
867.0,8,8,8,8,8,8,8,8,8,8
868.0,10,10,10,10,10,10,10,10,10,10
869.0,9,9,9,9,9,9,9,9,9,9
870.0,5,5,5,5,5,5,5,5,5,5
871.0,9,9,9,9,9,9,9,9,9,9
872.0,9,9,9,9,9,9,9,9,9,9
873.0,8,8,8,8,8,8,8,8,8,8
874.0,10,10,10,10,10,10,10,10,10,10
875.0,9,9,9,9,9,9,9,9,9,9
876.0,13,13,13,13,13,13,13,13,13,13
877.0,9,9,9,9,9,9,9,9,9,9
878.0,6,6,6,6,6,6,6,6,6,6
879.0,14,14,14,14,14,14,14,14,14,14
880.0,7,7,7,7,7,7,7,7,7,7
881.0,13,13,13,13,13,13,13,13,13,13
882.0,10,10,10,10,10,10,10,10,10,10
883.0,13,13,13,13,13,13,13,13,13,13
884.0,13,13,13,13,13,13,13,13,13,13
885.0,6,6,6,6,6,6,6,6,6,6
886.0,12,12,12,12,12,12,12,12,12,12
887.0,9,9,9,9,9,9,9,9,9,9
888.0,10,10,10,10,10,10,10,10,10,10
889.0,7,7,7,7,7,7,7,7,7,7
890.0,6,6,6,6,6,6,6,6,6,6
891.0,11,11,11,11,11,11,11,11,11,11
892.0,9,9,9,9,9,9,9,9,9,9
893.0,7,7,7,7,7,7,7,7,7,7
894.0,10,10,10,10,10,10,10,10,10,10
895.0,8,8,8,8,8,8,8,8,8,8
896.0,3,3,3,3,3,3,3,3,3,3
897.0,8,8,8,8,8,8,8,8,8,8
898.0,13,13,13,13,13,13,13,13,13,13
899.0,10,10,10,10,10,10,10,10,10,10
900.0,7,7,7,7,7,7,7,7,7,7
901.0,11,11,11,11,11,11,11,11,11,11
902.0,9,9,9,9,9,9,9,9,9,9
903.0,12,12,12,12,12,12,12,12,12,12
904.0,10,10,10,10,10,10,10,10,10,10
905.0,6,6,6,6,6,6,6,6,6,6
906.0,8,8,8,8,8,8,8,8,8,8
907.0,11,11,11,11,11,11,11,11,11,11
908.0,14,14,14,14,14,14,14,14,14,14
909.0,5,5,5,5,5,5,5,5,5,5
910.0,5,5,5,5,5,5,5,5,5,5
911.0,9,9,9,9,9,9,9,9,9,9
912.0,8,8,8,8,8,8,8,8,8,8
913.0,7,7,7,7,7,7,7,7,7,7
914.0,6,6,6,6,6,6,6,6,6,6
915.0,10,10,10,10,10,10,10,10,10,10
916.0,10,10,10,10,10,10,10,10,10,10
917.0,9,9,9,9,9,9,9,9,9,9
918.0,10,10,10,10,10,10,10,10,10,10
919.0,11,11,11,11,11,11,11,11,11,11
920.0,12,12,12,12,12,12,12,12,12,12
921.0,4,4,4,4,4,4,4,4,4,4
922.0,9,9,9,9,9,9,9,9,9,9
923.0,6,6,6,6,6,6,6,6,6,6
924.0,9,9,9,9,9,9,9,9,9,9
925.0,11,11,11,11,11,11,11,11,11,11
926.0,15,15,15,15,15,15,15,15,15,15
927.0,9,9,9,9,9,9,9,9,9,9
928.0,12,12,12,12,12,12,12,12,12,12
929.0,5,5,5,5,5,5,5,5,5,5
930.0,10,10,10,10,10,10,10,10,10,10
931.0,15,15,15,15,15,15,15,15,15,15
932.0,13,13,13,13,13,13,13,13,13,13
933.0,8,8,8,8,8,8,8,8,8,8
934.0,7,7,7,7,7,7,7,7,7,7
935.0,6,6,6,6,6,6,6,6,6,6
936.0,8,8,8,8,8,8,8,8,8,8
937.0,11,11,11,11,11,11,11,11,11,11
938.0,12,12,12,12,12,12,12,12,12,12
939.0,6,6,6,6,6,6,6,6,6,6
940.0,12,12,12,12,12,12,12,12,12,12
941.0,11,11,11,11,11,11,11,11,11,11
942.0,11,11,11,11,11,11,11,11,11,11
943.0,8,8,8,8,8,8,8,8,8,8
944.0,10,10,10,10,10,10,10,10,10,10
945.0,13,13,13,13,13,13,13,13,13,13
946.0,4,4,4,4,4,4,4,4,4,4
947.0,8,8,8,8,8,8,8,8,8,8
948.0,12,12,12,12,12,12,12,12,12,12
949.0,5,5,5,5,5,5,5,5,5,5
950.0,9,9,9,9,9,9,9,9,9,9
951.0,8,8,8,8,8,8,8,8,8,8
952.0,7,7,7,7,7,7,7,7,7,7
953.0,9,9,9,9,9,9,9,9,9,9
954.0,10,10,10,10,10,10,10,10,10,10
955.0,5,5,5,5,5,5,5,5,5,5
956.0,4,4,4,4,4,4,4,4,4,4
957.0,13,13,13,13,13,13,13,13,13,13
958.0,10,10,10,10,10,10,10,10,10,10
959.0,12,12,12,12,12,12,12,12,12,12
960.0,8,8,8,8,8,8,8,8,8,8
961.0,5,5,5,5,5,5,5,5,5,5
962.0,5,5,5,5,5,5,5,5,5,5
963.0,6,6,6,6,6,6,6,6,6,6
964.0,7,7,7,7,7,7,7,7,7,7
965.0,9,9,9,9,9,9,9,9,9,9
966.0,6,6,6,6,6,6,6,6,6,6
967.0,12,12,12,12,12,12,12,12,12,12
968.0,9,9,9,9,9,9,9,9,9,9
969.0,3,3,3,3,3,3,3,3,3,3
970.0,10,10,10,10,10,10,10,10,10,10
971.0,11,11,11,11,11,11,11,11,11,11
972.0,8,8,8,8,8,8,8,8,8,8
973.0,6,6,6,6,6,6,6,6,6,6
974.0,10,10,10,10,10,10,10,10,10,10
975.0,9,9,9,9,9,9,9,9,9,9
976.0,8,8,8,8,8,8,8,8,8,8
977.0,9,9,9,9,9,9,9,9,9,9
978.0,10,10,10,10,10,10,10,10,10,10
979.0,6,6,6,6,6,6,6,6,6,6
980.0,9,9,9,9,9,9,9,9,9,9
981.0,11,11,11,11,11,11,11,11,11,11
982.0,9,9,9,9,9,9,9,9,9,9
983.0,5,5,5,5,5,5,5,5,5,5
984.0,5,5,5,5,5,5,5,5,5,5
985.0,14,14,14,14,14,14,14,14,14,14
986.0,9,9,9,9,9,9,9,9,9,9
987.0,8,8,8,8,8,8,8,8,8,8
988.0,9,9,9,9,9,9,9,9,9,9
989.0,3,3,3,3,3,3,3,3,3,3
990.0,6,6,6,6,6,6,6,6,6,6
991.0,9,9,9,9,9,9,9,9,9,9
992.0,12,12,12,12,12,12,12,12,12,12
993.0,5,5,5,5,5,5,5,5,5,5
994.0,4,4,4,4,4,4,4,4,4,4
995.0,10,10,10,10,10,10,10,10,10,10
996.0,9,9,9,9,9,9,9,9,9,9
997.0,7,7,7,7,7,7,7,7,7,7
998.0,7,7,7,7,7,7,7,7,7,7
999.0,8,8,8,8,8,8,8,8,8,8
1000.0,6,6,6,6,6,6,6,6,6,6
1001.0,1,1,1,1,1,1,1,1,1,1
1002.0,13,13,13,13,13,13,13,13,13,13
1003.0,8,8,8,8,8,8,8,8,8,8
1004.0,14,14,14,14,14,14,14,14,14,14
1005.0,8,8,8,8,8,8,8,8,8,8
1006.0,6,6,6,6,6,6,6,6,6,6
1007.0,2,2,2,2,2,2,2,2,2,2
1008.0,9,9,9,9,9,9,9,9,9,9
1009.0,4,4,4,4,4,4,4,4,4,4
1010.0,5,5,5,5,5,5,5,5,5,5
1011.0,9,9,9,9,9,9,9,9,9,9
1012.0,11,11,11,11,11,11,11,11,11,11
1013.0,10,10,10,10,10,10,10,10,10,10
1014.0,3,3,3,3,3,3,3,3,3,3
1015.0,6,6,6,6,6,6,6,6,6,6
1016.0,6,6,6,6,6,6,6,6,6,6
1017.0,5,5,5,5,5,5,5,5,5,5
1018.0,8,8,8,8,8,8,8,8,8,8
1019.0,9,9,9,9,9,9,9,9,9,9
1020.0,9,9,9,9,9,9,9,9,9,9
1021.0,7,7,7,7,7,7,7,7,7,7
1022.0,6,6,6,6,6,6,6,6,6,6
1023.0,10,10,10,10,10,10,10,10,10,10
1024.0,8,8,8,8,8,8,8,8,8,8
1025.0,3,3,3,3,3,3,3,3,3,3
1026.0,4,4,4,4,4,4,4,4,4,4
1027.0,14,14,14,14,14,14,14,14,14,14
1028.0,5,5,5,5,5,5,5,5,5,5
1029.0,6,6,6,6,6,6,6,6,6,6
1030.0,6,6,6,6,6,6,6,6,6,6
1031.0,2,2,2,2,2,2,2,2,2,2
1032.0,7,7,7,7,7,7,7,7,7,7
1033.0,9,9,9,9,9,9,9,9,9,9
1034.0,11,11,11,11,11,11,11,11,11,11
1035.0,5,5,5,5,5,5,5,5,5,5
1036.0,5,5,5,5,5,5,5,5,5,5
1037.0,5,5,5,5,5,5,5,5,5,5
1038.0,3,3,3,3,3,3,3,3,3,3
1039.0,7,7,7,7,7,7,7,7,7,7
1040.0,4,4,4,4,4,4,4,4,4,4
1041.0,3,3,3,3,3,3,3,3,3,3
1042.0,6,6,6,6,6,6,6,6,6,6
1043.0,10,10,10,10,10,10,10,10,10,10
1044.0,8,8,8,8,8,8,8,8,8,8
1045.0,5,5,5,5,5,5,5,5,5,5
1046.0,6,6,6,6,6,6,6,6,6,6
1047.0,6,6,6,6,6,6,6,6,6,6
1048.0,3,3,3,3,3,3,3,3,3,3
1049.0,7,7,7,7,7,7,7,7,7,7
1050.0,7,7,7,7,7,7,7,7,7,7
1051.0,9,9,9,9,9,9,9,9,9,9
1052.0,7,7,7,7,7,7,7,7,7,7
1053.0,5,5,5,5,5,5,5,5,5,5
1054.0,11,11,11,11,11,11,11,11,11,11
1055.0,12,12,12,12,12,12,12,12,12,12
1056.0,5,5,5,5,5,5,5,5,5,5
1057.0,11,11,11,11,11,11,11,11,11,11
1058.0,9,9,9,9,9,9,9,9,9,9
1059.0,5,5,5,5,5,5,5,5,5,5
1060.0,8,8,8,8,8,8,8,8,8,8
1061.0,2,2,2,2,2,2,2,2,2,2
1062.0,7,7,7,7,7,7,7,7,7,7
1063.0,8,8,8,8,8,8,8,8,8,8
1064.0,9,9,9,9,9,9,9,9,9,9
1065.0,5,5,5,5,5,5,5,5,5,5
1066.0,8,8,8,8,8,8,8,8,8,8
1067.0,7,7,7,7,7,7,7,7,7,7
1068.0,5,5,5,5,5,5,5,5,5,5
1069.0,2,2,2,2,2,2,2,2,2,2
1070.0,8,8,8,8,8,8,8,8,8,8
1071.0,8,8,8,8,8,8,8,8,8,8
1072.0,5,5,5,5,5,5,5,5,5,5
1073.0,5,5,5,5,5,5,5,5,5,5
1074.0,5,5,5,5,5,5,5,5,5,5
1075.0,12,12,12,12,12,12,12,12,12,12
1076.0,13,13,13,13,13,13,13,13,13,13
1077.0,6,6,6,6,6,6,6,6,6,6
1078.0,10,10,10,10,10,10,10,10,10,10
1079.0,4,4,4,4,4,4,4,4,4,4
1080.0,4,4,4,4,4,4,4,4,4,4
1081.0,6,6,6,6,6,6,6,6,6,6
1082.0,13,13,13,13,13,13,13,13,13,13
1083.0,3,3,3,3,3,3,3,3,3,3
1084.0,3,3,3,3,3,3,3,3,3,3
1085.0,6,6,6,6,6,6,6,6,6,6
1086.0,4,4,4,4,4,4,4,4,4,4
1087.0,9,9,9,9,9,9,9,9,9,9
1088.0,8,8,8,8,8,8,8,8,8,8
1089.0,7,7,7,7,7,7,7,7,7,7
1090.0,4,4,4,4,4,4,4,4,4,4
1091.0,8,8,8,8,8,8,8,8,8,8
1092.0,4,4,4,4,4,4,4,4,4,4
1093.0,7,7,7,7,7,7,7,7,7,7
1094.0,5,5,5,5,5,5,5,5,5,5
1095.0,9,9,9,9,9,9,9,9,9,9
1096.0,10,10,10,10,10,10,10,10,10,10
1097.0,8,8,8,8,8,8,8,8,8,8
1098.0,3,3,3,3,3,3,3,3,3,3
1099.0,8,8,8,8,8,8,8,8,8,8
1100.0,8,8,8,8,8,8,8,8,8,8
1101.0,4,4,4,4,4,4,4,4,4,4
1102.0,3,3,3,3,3,3,3,3,3,3
1103.0,9,9,9,9,9,9,9,9,9,9
1104.0,11,11,11,11,11,11,11,11,11,11
1105.0,9,9,9,9,9,9,9,9,9,9
1106.0,7,7,7,7,7,7,7,7,7,7
1107.0,7,7,7,7,7,7,7,7,7,7
1108.0,12,12,12,12,12,12,12,12,12,12
1109.0,4,4,4,4,4,4,4,4,4,4
1110.0,5,5,5,5,5,5,5,5,5,5
1111.0,8,8,8,8,8,8,8,8,8,8
1112.0,8,8,8,8,8,8,8,8,8,8
1113.0,4,4,4,4,4,4,4,4,4,4
1114.0,5,5,5,5,5,5,5,5,5,5
1115.0,11,11,11,11,11,11,11,11,11,11
1116.0,13,13,13,13,13,13,13,13,13,13
1117.0,6,6,6,6,6,6,6,6,6,6
1118.0,9,9,9,9,9,9,9,9,9,9
1119.0,2,2,2,2,2,2,2,2,2,2
1120.0,4,4,4,4,4,4,4,4,4,4
1121.0,3,3,3,3,3,3,3,3,3,3
1122.0,13,13,13,13,13,13,13,13,13,13
1123.0,6,6,6,6,6,6,6,6,6,6
1124.0,4,4,4,4,4,4,4,4,4,4
1125.0,13,13,13,13,13,13,13,13,13,13
1126.0,10,10,10,10,10,10,10,10,10,10
1127.0,6,6,6,6,6,6,6,6,6,6
1128.0,7,7,7,7,7,7,7,7,7,7
1129.0,4,4,4,4,4,4,4,4,4,4
1130.0,5,5,5,5,5,5,5,5,5,5
1131.0,8,8,8,8,8,8,8,8,8,8
1132.0,4,4,4,4,4,4,4,4,4,4
1133.0,3,3,3,3,3,3,3,3,3,3
1134.0,8,8,8,8,8,8,8,8,8,8
1135.0,3,3,3,3,3,3,3,3,3,3
1136.0,11,11,11,11,11,11,11,11,11,11
1137.0,8,8,8,8,8,8,8,8,8,8
1138.0,4,4,4,4,4,4,4,4,4,4
1139.0,11,11,11,11,11,11,11,11,11,11
1140.0,6,6,6,6,6,6,6,6,6,6
1141.0,6,6,6,6,6,6,6,6,6,6
1142.0,9,9,9,9,9,9,9,9,9,9
1143.0,5,5,5,5,5,5,5,5,5,5
1144.0,6,6,6,6,6,6,6,6,6,6
1145.0,3,3,3,3,3,3,3,3,3,3
1146.0,6,6,6,6,6,6,6,6,6,6
1147.0,10,10,10,10,10,10,10,10,10,10
1148.0,9,9,9,9,9,9,9,9,9,9
1149.0,5,5,5,5,5,5,5,5,5,5
1150.0,5,5,5,5,5,5,5,5,5,5
